,close,high,low,open,startTime,time,volume
0,76.65,76.65,75.25,76.0,2020-04-10T12:00:00+00:00,1586520000000.0,425.2916
1,75.825,76.65,72.25,76.65,2020-04-10T13:00:00+00:00,1586523600000.0,4417.169325
2,72.95,76.075,72.25,75.825,2020-04-10T14:00:00+00:00,1586527200000.0,2169.628
3,68.45,74.05,66.8,72.95,2020-04-10T15:00:00+00:00,1586530800000.0,2763.281975
4,72.2,72.725,67.425,68.15,2020-04-10T16:00:00+00:00,1586534400000.0,324.1545
5,73.6,74.625,71.65,72.2,2020-04-10T17:00:00+00:00,1586538000000.0,860.68485
6,75.2,75.25,73.0,73.6,2020-04-10T18:00:00+00:00,1586541600000.0,3.0545
7,76.1,77.125,74.55,75.2,2020-04-10T19:00:00+00:00,1586545200000.0,657.953125
8,75.775,76.6,75.225,76.175,2020-04-10T20:00:00+00:00,1586548800000.0,0.0
9,75.875,76.9,75.775,75.775,2020-04-10T21:00:00+00:00,1586552400000.0,0.0
10,74.65,76.9,73.2,75.875,2020-04-10T22:00:00+00:00,1586556000000.0,0.0
11,71.55,75.475,71.175,74.65,2020-04-10T23:00:00+00:00,1586559600000.0,113.2633
12,73.275,73.55,71.325,71.55,2020-04-11T00:00:00+00:00,1586563200000.0,84.174675
13,74.25,74.375,72.6,73.275,2020-04-11T01:00:00+00:00,1586566800000.0,0.0
14,75.1,75.85,74.25,74.25,2020-04-11T02:00:00+00:00,1586570400000.0,0.0
15,77.0,77.0,75.1,75.1,2020-04-11T03:00:00+00:00,1586574000000.0,4072.600075
16,76.325,77.175,76.325,77.0,2020-04-11T04:00:00+00:00,1586577600000.0,929.901125
17,77.425,77.425,75.95,76.325,2020-04-11T05:00:00+00:00,1586581200000.0,9.987825
18,77.475,77.575,77.375,77.425,2020-04-11T06:00:00+00:00,1586584800000.0,0.0
19,75.575,77.475,75.55,77.475,2020-04-11T07:00:00+00:00,1586588400000.0,84.5093
20,75.875,76.375,75.3,75.575,2020-04-11T08:00:00+00:00,1586592000000.0,952.027
21,75.6,75.95,74.5,75.875,2020-04-11T09:00:00+00:00,1586595600000.0,0.0
22,73.925,75.775,73.775,75.6,2020-04-11T10:00:00+00:00,1586599200000.0,0.0
23,75.8,75.85,73.875,73.925,2020-04-11T11:00:00+00:00,1586602800000.0,744.9255
24,75.325,76.15,74.825,75.8,2020-04-11T12:00:00+00:00,1586606400000.0,518.19715
25,74.7,75.4,74.35,75.325,2020-04-11T13:00:00+00:00,1586610000000.0,284.81115
26,73.35,74.7,73.35,74.7,2020-04-11T14:00:00+00:00,1586613600000.0,492.2825
27,73.425,74.35,73.0,73.35,2020-04-11T15:00:00+00:00,1586617200000.0,287.899425
28,73.0,74.1,72.25,73.425,2020-04-11T16:00:00+00:00,1586620800000.0,0.0
29,70.5,73.0,70.425,73.0,2020-04-11T17:00:00+00:00,1586624400000.0,227.7966
30,71.65,72.275,70.5,70.5,2020-04-11T18:00:00+00:00,1586628000000.0,2088.99
31,71.25,72.425,71.25,71.575,2020-04-11T19:00:00+00:00,1586631600000.0,99.75
32,71.075,71.25,69.45,71.25,2020-04-11T20:00:00+00:00,1586635200000.0,656.0834
33,72.475,72.475,69.75,71.175,2020-04-11T21:00:00+00:00,1586638800000.0,334.0825
34,72.475,73.35,72.425,72.475,2020-04-11T22:00:00+00:00,1586642400000.0,0.0
35,73.025,73.55,72.475,72.475,2020-04-11T23:00:00+00:00,1586646000000.0,3510.6294
36,73.775,74.025,73.025,73.025,2020-04-12T00:00:00+00:00,1586649600000.0,41.676075
37,74.025,74.025,73.325,73.775,2020-04-12T01:00:00+00:00,1586653200000.0,0.0
38,72.525,74.025,72.375,74.025,2020-04-12T02:00:00+00:00,1586656800000.0,3521.301
39,72.375,73.175,72.225,72.525,2020-04-12T03:00:00+00:00,1586660400000.0,0.0
40,72.125,72.525,71.125,72.375,2020-04-12T04:00:00+00:00,1586664000000.0,1999.963875
41,72.775,73.125,71.85,72.125,2020-04-12T05:00:00+00:00,1586667600000.0,0.0
42,72.7,73.075,72.15,72.775,2020-04-12T06:00:00+00:00,1586671200000.0,0.0
43,73.25,73.275,72.425,72.7,2020-04-12T07:00:00+00:00,1586674800000.0,0.0
44,74.0,74.775,72.95,73.25,2020-04-12T08:00:00+00:00,1586678400000.0,1092.903675
45,74.475,74.775,74.0,74.0,2020-04-12T09:00:00+00:00,1586682000000.0,0.0
46,74.475,74.7,74.475,74.475,2020-04-12T10:00:00+00:00,1586685600000.0,0.0
47,76.325,76.575,74.475,74.475,2020-04-12T11:00:00+00:00,1586689200000.0,443.20675
48,80.125,81.275,76.275,76.35,2020-04-12T12:00:00+00:00,1586692800000.0,533.6578
49,81.65,81.65,80.125,80.125,2020-04-12T13:00:00+00:00,1586696400000.0,1316.7338
50,83.65,84.775,81.65,81.65,2020-04-12T14:00:00+00:00,1586700000000.0,1320.323275
51,84.775,84.775,83.2,83.65,2020-04-12T15:00:00+00:00,1586703600000.0,37.8311
52,89.15,89.25,85.0,85.0,2020-04-12T16:00:00+00:00,1586707200000.0,3679.297075
