,close,high,low,open,startTime,time,volume
0,535.75,541.0,529.75,541.0,2020-04-10T09:00:00+00:00,1586509200000.0,0.0
1,531.5,536.5,531.5,535.75,2020-04-10T10:00:00+00:00,1586512800000.0,0.0
2,532.5,534.25,529.75,531.5,2020-04-10T11:00:00+00:00,1586516400000.0,0.0
3,535.25,535.75,529.75,532.5,2020-04-10T12:00:00+00:00,1586520000000.0,0.0
4,540.0,541.0,523.5,535.25,2020-04-10T13:00:00+00:00,1586523600000.0,3321.27
5,536.25,548.5,532.5,540.0,2020-04-10T14:00:00+00:00,1586527200000.0,1856.8774
6,504.75,543.0,503.75,536.25,2020-04-10T15:00:00+00:00,1586530800000.0,0.0
7,521.0,521.0,501.0,504.75,2020-04-10T16:00:00+00:00,1586534400000.0,0.0
8,537.5,544.5,515.75,520.5,2020-04-10T17:00:00+00:00,1586538000000.0,0.0
9,544.5,547.0,534.25,537.5,2020-04-10T18:00:00+00:00,1586541600000.0,0.0
10,585.75,593.0,544.5,544.5,2020-04-10T19:00:00+00:00,1586545200000.0,0.0
11,584.0,589.25,562.75,585.75,2020-04-10T20:00:00+00:00,1586548800000.0,0.0
12,582.0,603.75,582.0,584.0,2020-04-10T21:00:00+00:00,1586552400000.0,1746.0
13,582.5,590.0,581.5,582.0,2020-04-10T22:00:00+00:00,1586556000000.0,3855.7707
14,578.0,589.0,567.75,582.5,2020-04-10T23:00:00+00:00,1586559600000.0,0.0
15,589.0,589.0,574.0,578.0,2020-04-11T00:00:00+00:00,1586563200000.0,0.0
16,589.5,590.75,588.25,589.0,2020-04-11T01:00:00+00:00,1586566800000.0,0.0
17,588.5,594.25,588.0,589.5,2020-04-11T02:00:00+00:00,1586570400000.0,0.0
18,589.0,589.0,586.75,588.5,2020-04-11T03:00:00+00:00,1586574000000.0,0.0
19,595.75,601.5,589.0,589.0,2020-04-11T04:00:00+00:00,1586577600000.0,356.97465
20,594.25,595.75,591.0,595.75,2020-04-11T05:00:00+00:00,1586581200000.0,0.0
21,590.25,595.75,587.5,594.25,2020-04-11T06:00:00+00:00,1586584800000.0,0.0
22,578.25,590.25,569.75,590.25,2020-04-11T07:00:00+00:00,1586588400000.0,0.0
23,577.5,586.25,573.75,578.25,2020-04-11T08:00:00+00:00,1586592000000.0,0.0
24,580.5,586.25,576.25,577.5,2020-04-11T09:00:00+00:00,1586595600000.0,0.0
25,570.25,581.5,566.25,580.5,2020-04-11T10:00:00+00:00,1586599200000.0,0.0
26,581.0,591.0,569.75,570.25,2020-04-11T11:00:00+00:00,1586602800000.0,0.0
